unique,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
4765,11-11-2011 14:00,4,1,0,1,15.58,19.695,37,31.0009,64,183,247
4766,11-11-2011 15:00,4,1,0,1,14.76,16.665,37,27.9993,29,187,216
4767,11-11-2011 16:00,4,1,0,1,14.76,16.665,34,22.0028,49,189,238
4768,11-11-2011 17:00,4,1,0,1,13.94,15.15,39,22.0028,24,286,310
4769,11-11-2011 18:00,4,1,0,1,13.94,15.91,39,16.9979,23,185,208
4770,11-11-2011 19:00,4,1,0,1,13.12,15.91,39,11.0014,17,182,199
4771,11-11-2011 20:00,4,1,0,1,13.12,15.91,39,12.998,12,97,109
4772,11-11-2011 21:00,4,1,0,1,12.3,15.15,45,11.0014,4,79,83
4773,11-11-2011 22:00,4,1,0,1,13.12,15.91,39,12.998,13,78,91
4774,11-11-2011 23:00,4,1,0,1,12.3,15.91,45,6.0032,6,67,73
4775,12-11-2011 00:00,4,0,0,1,9.84,12.12,60,8.9981,12,52,64
4776,12-11-2011 01:00,4,0,0,1,9.84,12.12,60,8.9981,9,45,54
4777,12-11-2011 02:00,4,0,0,1,9.84,12.88,65,6.0032,7,39,46
4778,12-11-2011 03:00,4,0,0,1,9.84,12.12,70,8.9981,4,13,17
4779,12-11-2011 04:00,4,0,0,1,8.2,10.605,80,8.9981,0,7,7
4780,12-11-2011 05:00,4,0,0,1,9.02,12.88,75,6.0032,1,3,4
4781,12-11-2011 06:00,4,0,0,1,9.02,11.365,75,11.0014,0,7,7
4782,12-11-2011 07:00,4,0,0,1,9.02,11.365,75,12.998,3,24,27
4783,12-11-2011 08:00,4,0,0,1,10.66,12.88,70,12.998,14,87,101
4784,12-11-2011 09:00,4,0,0,1,12.3,15.15,61,11.0014,18,142,160
4785,12-11-2011 10:00,4,0,0,1,13.94,15.91,61,19.0012,62,170,232
4786,12-11-2011 11:00,4,0,0,1,15.58,19.695,54,19.0012,102,213,315
4787,12-11-2011 12:00,4,0,0,1,18.04,21.97,44,19.0012,142,224,366
4788,12-11-2011 13:00,4,0,0,1,19.68,23.485,36,19.0012,128,225,353
4789,12-11-2011 14:00,4,0,0,1,20.5,24.24,36,19.9995,191,244,435
4790,12-11-2011 15:00,4,0,0,1,21.32,25,29,19.0012,165,221,386
4791,12-11-2011 16:00,4,0,0,1,21.32,25,32,16.9979,137,224,361
4792,12-11-2011 17:00,4,0,0,1,20.5,24.24,34,16.9979,92,193,285
4793,12-11-2011 18:00,4,0,0,1,17.22,21.21,58,12.998,53,150,203
4794,12-11-2011 19:00,4,0,0,1,17.22,21.21,50,16.9979,32,139,171
4795,12-11-2011 20:00,4,0,0,1,17.22,21.21,50,19.0012,31,101,132
4796,12-11-2011 21:00,4,0,0,1,17.22,21.21,47,19.0012,19,103,122
4797,12-11-2011 22:00,4,0,0,1,17.22,21.21,47,16.9979,30,88,118
4798,12-11-2011 23:00,4,0,0,1,16.4,20.455,58,11.0014,23,78,101
4799,13-11-2011 00:00,4,0,0,2,16.4,20.455,58,12.998,12,61,73
4800,13-11-2011 01:00,4,0,0,2,14.76,17.425,66,12.998,13,58,71
4801,13-11-2011 02:00,4,0,0,1,14.76,18.18,57,7.0015,9,48,57
4802,13-11-2011 03:00,4,0,0,2,14.76,17.425,62,8.9981,8,20,28
4803,13-11-2011 04:00,4,0,0,2,14.76,17.425,62,8.9981,1,5,6
4804,13-11-2011 05:00,4,0,0,1,13.94,16.665,61,11.0014,2,3,5
4805,13-11-2011 06:00,4,0,0,1,13.94,16.665,66,8.9981,5,18,23
4806,13-11-2011 07:00,4,0,0,1,13.94,15.91,66,15.0013,13,30,43
4807,13-11-2011 08:00,4,0,0,1,13.94,17.425,66,6.0032,24,55,79
4808,13-11-2011 09:00,4,0,0,1,16.4,20.455,54,19.0012,38,97,135
4809,13-11-2011 10:00,4,0,0,1,18.04,21.97,44,22.0028,63,178,241
4810,13-11-2011 11:00,4,0,0,1,18.86,22.725,40,27.9993,108,187,295
4811,13-11-2011 12:00,4,0,0,2,21.32,25,29,27.9993,112,242,354
4812,13-11-2011 13:00,4,0,0,2,21.32,25,29,27.9993,105,234,339
4813,13-11-2011 14:00,4,0,0,2,22.14,25.76,28,32.9975,108,263,371
4814,13-11-2011 15:00,4,0,0,2,20.5,24.24,42,22.0028,89,221,310
4815,13-11-2011 16:00,4,0,0,2,22.14,25.76,28,26.0027,93,226,319
4816,13-11-2011 17:00,4,0,0,1,21.32,25,27,22.0028,44,187,231
4817,13-11-2011 18:00,4,0,0,1,21.32,25,27,22.0028,35,155,190
4818,13-11-2011 19:00,4,0,0,1,20.5,24.24,29,23.9994,36,121,157
4819,13-11-2011 20:00,4,0,0,1,20.5,24.24,31,23.9994,24,115,139
4820,13-11-2011 21:00,4,0,0,1,19.68,23.485,36,16.9979,19,76,95
4821,13-11-2011 22:00,4,0,0,1,19.68,23.485,41,26.0027,25,64,89
4822,13-11-2011 23:00,4,0,0,1,18.86,22.725,51,19.9995,18,49,67
4823,14-11-2011 00:00,4,0,1,1,18.86,22.725,59,19.0012,8,22,30
4824,14-11-2011 01:00,4,0,1,1,18.86,22.725,63,19.9995,5,6,11
4825,14-11-2011 02:00,4,0,1,1,18.86,22.725,63,23.9994,7,10,17
4826,14-11-2011 03:00,4,0,1,1,18.04,21.97,67,19.0012,4,3,7
4827,14-11-2011 04:00,4,0,1,1,18.04,21.97,67,15.0013,0,5,5
4828,14-11-2011 05:00,4,0,1,2,18.04,21.97,67,16.9979,0,19,19
4829,14-11-2011 06:00,4,0,1,2,18.04,21.97,72,15.0013,10,104,114
4830,14-11-2011 07:00,4,0,1,1,18.04,21.97,72,16.9979,11,311,322
4831,14-11-2011 08:00,4,0,1,2,18.86,22.725,67,12.998,27,425,452
4832,14-11-2011 09:00,4,0,1,2,19.68,23.485,67,22.0028,29,204,233
4833,14-11-2011 10:00,4,0,1,2,20.5,24.24,63,19.0012,26,85,111
4834,14-11-2011 11:00,4,0,1,2,22.14,25.76,60,19.0012,22,106,128
4835,14-11-2011 12:00,4,0,1,1,22.96,26.515,56,19.9995,36,166,202
4836,14-11-2011 13:00,4,0,1,1,24.6,31.06,49,26.0027,50,153,203
4837,14-11-2011 14:00,4,0,1,1,25.42,31.06,46,30.0026,47,138,185
4838,14-11-2011 15:00,4,0,1,1,26.24,31.06,44,22.0028,53,142,195
4839,14-11-2011 16:00,4,0,1,1,25.42,31.06,46,27.9993,51,264,315
4840,14-11-2011 17:00,4,0,1,1,25.42,31.06,46,16.9979,55,464,519
4841,14-11-2011 18:00,4,0,1,1,22.96,26.515,56,19.0012,29,460,489
4842,14-11-2011 19:00,4,0,1,1,24.6,31.06,53,19.9995,28,274,302
4843,14-11-2011 20:00,4,0,1,1,24.6,31.06,53,23.9994,30,210,240
4844,14-11-2011 21:00,4,0,1,1,24.6,31.06,53,23.9994,37,176,213
4845,14-11-2011 22:00,4,0,1,1,23.78,27.275,56,23.9994,17,96,113
4846,14-11-2011 23:00,4,0,1,1,22.96,26.515,64,19.9995,13,48,61
4847,15-11-2011 00:00,4,0,1,1,22.96,26.515,64,23.9994,7,15,22
4848,15-11-2011 01:00,4,0,1,1,22.96,26.515,60,19.9995,5,5,10
4849,15-11-2011 02:00,4,0,1,1,22.96,26.515,64,16.9979,7,8,15
4850,15-11-2011 03:00,4,0,1,2,22.14,25.76,68,22.0028,0,4,4
4851,15-11-2011 04:00,4,0,1,1,22.96,26.515,64,19.9995,1,6,7
4852,15-11-2011 05:00,4,0,1,1,22.14,25.76,68,19.0012,2,26,28
4853,15-11-2011 06:00,4,0,1,2,22.96,26.515,64,6.0032,4,104,108
4854,15-11-2011 07:00,4,0,1,2,22.14,25.76,68,11.0014,21,298,319
4855,15-11-2011 08:00,4,0,1,2,22.14,25.76,68,7.0015,27,453,480
4856,15-11-2011 09:00,4,0,1,2,22.96,26.515,64,6.0032,26,174,200
4857,15-11-2011 10:00,4,0,1,2,22.96,26.515,64,19.0012,23,115,138
4858,15-11-2011 11:00,4,0,1,2,22.96,26.515,64,12.998,18,116,134
4859,15-11-2011 12:00,4,0,1,2,22.14,25.76,68,0,28,148,176
4860,15-11-2011 13:00,4,0,1,3,22.14,25.76,60,15.0013,21,132,153
4861,15-11-2011 14:00,4,0,1,2,22.14,25.76,60,19.0012,27,120,147
4862,15-11-2011 15:00,4,0,1,2,22.14,25.76,60,8.9981,36,155,191
4863,15-11-2011 16:00,4,0,1,2,21.32,25,68,8.9981,31,240,271
4864,15-11-2011 17:00,4,0,1,2,20.5,24.24,72,12.998,29,422,451
4865,15-11-2011 18:00,4,0,1,2,20.5,24.24,72,19.0012,27,414,441
4866,15-11-2011 19:00,4,0,1,2,20.5,24.24,72,23.9994,27,259,286
4867,15-11-2011 20:00,4,0,1,2,19.68,23.485,82,8.9981,26,212,238
4868,15-11-2011 21:00,4,0,1,2,20.5,24.24,77,6.0032,23,145,168
4869,15-11-2011 22:00,4,0,1,2,18.86,22.725,88,7.0015,19,109,128
4870,15-11-2011 23:00,4,0,1,2,18.86,22.725,94,7.0015,14,66,80
4871,16-11-2011 00:00,4,0,1,2,18.86,22.725,94,0,5,26,31
4872,16-11-2011 01:00,4,0,1,3,18.86,22.725,94,6.0032,0,5,5
4873,16-11-2011 02:00,4,0,1,2,18.86,22.725,94,7.0015,4,6,10
4874,16-11-2011 03:00,4,0,1,2,18.86,22.725,94,7.0015,2,3,5
4875,16-11-2011 04:00,4,0,1,2,18.04,21.97,100,15.0013,1,3,4
4876,16-11-2011 05:00,4,0,1,3,18.86,22.725,94,7.0015,0,13,13
4877,16-11-2011 06:00,4,0,1,2,18.86,22.725,94,6.0032,4,52,56
4878,16-11-2011 07:00,4,0,1,3,18.86,22.725,94,0,7,130,137
4879,16-11-2011 08:00,4,0,1,3,18.86,22.725,94,0,9,223,232
4880,16-11-2011 09:00,4,0,1,3,18.86,22.725,94,0,5,77,82
4881,16-11-2011 10:00,4,0,1,3,18.86,22.725,94,0,4,32,36
4882,16-11-2011 11:00,4,0,1,3,18.86,22.725,94,6.0032,7,53,60
4883,16-11-2011 12:00,4,0,1,3,18.86,22.725,100,0,5,49,54
4884,16-11-2011 13:00,4,0,1,3,18.86,22.725,94,8.9981,6,52,58
4885,16-11-2011 14:00,4,0,1,2,18.86,22.725,100,8.9981,12,49,61
4886,16-11-2011 15:00,4,0,1,3,19.68,23.485,94,7.0015,16,50,66
4887,16-11-2011 16:00,4,0,1,3,19.68,23.485,94,7.0015,13,110,123
4888,16-11-2011 17:00,4,0,1,2,19.68,23.485,88,12.998,17,216,233
4889,16-11-2011 18:00,4,0,1,3,18.86,22.725,88,26.0027,13,176,189
4890,16-11-2011 19:00,4,0,1,3,18.86,22.725,88,26.0027,3,108,111
4891,16-11-2011 20:00,4,0,1,3,18.04,21.97,88,26.0027,5,94,99
4892,16-11-2011 21:00,4,0,1,3,18.04,21.97,88,19.0012,3,72,75
4893,16-11-2011 22:00,4,0,1,3,17.22,21.21,88,15.0013,1,45,46
4894,16-11-2011 23:00,4,0,1,3,17.22,21.21,88,8.9981,3,28,31
4895,17-11-2011 00:00,4,0,1,2,17.22,21.21,88,16.9979,2,22,24
4896,17-11-2011 01:00,4,0,1,2,17.22,21.21,82,11.0014,0,5,5
4897,17-11-2011 02:00,4,0,1,2,17.22,21.21,82,15.0013,0,5,5
4898,17-11-2011 03:00,4,0,1,2,17.22,21.21,77,22.0028,0,3,3
4899,17-11-2011 04:00,4,0,1,2,16.4,20.455,62,27.9993,1,3,4
4900,17-11-2011 05:00,4,0,1,3,13.94,15.15,71,22.0028,1,21,22
4901,17-11-2011 06:00,4,0,1,3,14.76,17.425,57,15.0013,3,72,75
4902,17-11-2011 07:00,4,0,1,3,13.94,15.91,61,19.0012,4,164,168
4903,17-11-2011 08:00,4,0,1,3,13.94,15.15,61,19.9995,12,343,355
4904,17-11-2011 09:00,4,0,1,2,13.94,15.15,61,22.0028,14,184,198
4905,17-11-2011 10:00,4,0,1,2,13.94,15.15,61,22.0028,7,74,81
4906,17-11-2011 11:00,4,0,1,3,13.12,15.15,66,22.0028,4,93,97
4907,17-11-2011 12:00,4,0,1,2,13.94,15.15,53,19.9995,6,115,121
4908,17-11-2011 13:00,4,0,1,2,13.94,15.15,49,30.0026,15,109,124
4909,17-11-2011 14:00,4,0,1,2,13.94,15.15,49,26.0027,5,105,110
4910,17-11-2011 15:00,4,0,1,2,13.94,15.15,49,30.0026,10,106,116
4911,17-11-2011 16:00,4,0,1,1,13.12,14.395,39,27.9993,8,187,195
4912,17-11-2011 17:00,4,0,1,1,13.12,14.395,42,26.0027,20,379,399
4913,17-11-2011 18:00,4,0,1,1,13.12,15.91,39,12.998,9,298,307
4914,17-11-2011 19:00,4,0,1,1,12.3,14.395,45,15.0013,7,210,217
4915,17-11-2011 20:00,4,0,1,1,12.3,14.395,42,19.0012,7,162,169
4916,17-11-2011 21:00,4,0,1,1,12.3,14.395,42,16.9979,3,113,116
4917,17-11-2011 22:00,4,0,1,1,10.66,12.12,52,16.9979,1,83,84
4918,17-11-2011 23:00,4,0,1,1,10.66,12.88,52,15.0013,0,58,58
4919,18-11-2011 00:00,4,0,1,1,10.66,12.88,48,11.0014,2,28,30
4920,18-11-2011 01:00,4,0,1,1,10.66,11.365,44,22.0028,0,10,10
4921,18-11-2011 02:00,4,0,1,1,9.84,11.365,44,15.0013,2,8,10
4922,18-11-2011 03:00,4,0,1,1,9.84,10.605,41,19.0012,0,2,2
4923,18-11-2011 04:00,4,0,1,1,9.02,11.365,44,11.0014,0,5,5
4924,18-11-2011 05:00,4,0,1,1,9.02,11.365,44,8.9981,0,22,22
4925,18-11-2011 06:00,4,0,1,1,9.02,12.88,44,6.0032,1,70,71
4926,18-11-2011 07:00,4,0,1,1,9.02,11.365,44,11.0014,5,211,216
4927,18-11-2011 08:00,4,0,1,1,9.02,11.365,44,12.998,6,369,375
4928,18-11-2011 09:00,4,0,1,1,10.66,12.88,41,12.998,6,207,213
4929,18-11-2011 10:00,4,0,1,1,10.66,12.12,41,19.0012,10,105,115
4930,18-11-2011 11:00,4,0,1,1,12.3,15.15,36,8.9981,18,122,140
4931,18-11-2011 12:00,4,0,1,1,13.12,16.665,33,0,22,143,165
4932,18-11-2011 13:00,4,0,1,1,13.94,15.91,31,15.0013,31,146,177
4933,18-11-2011 14:00,4,0,1,1,13.94,16.665,31,8.9981,31,123,154
4934,18-11-2011 15:00,4,0,1,1,13.94,16.665,29,8.9981,27,151,178
4935,18-11-2011 16:00,4,0,1,1,13.94,16.665,29,8.9981,19,190,209
4936,18-11-2011 17:00,4,0,1,1,13.12,16.665,31,8.9981,17,361,378
4937,18-11-2011 18:00,4,0,1,1,12.3,15.15,36,11.0014,16,312,328
4938,18-11-2011 19:00,4,0,1,1,11.48,13.635,41,11.0014,7,183,190
4939,18-11-2011 20:00,4,0,1,1,11.48,13.635,48,12.998,8,129,137
4940,18-11-2011 21:00,4,0,1,1,11.48,13.635,48,11.0014,3,108,111
4941,18-11-2011 22:00,4,0,1,1,10.66,13.635,52,7.0015,9,88,97
4942,18-11-2011 23:00,4,0,1,1,10.66,13.635,60,8.9981,5,54,59
4943,19-11-2011 00:00,4,0,0,1,10.66,12.88,56,12.998,4,49,53
4944,19-11-2011 01:00,4,0,0,1,10.66,11.365,52,19.9995,1,34,35
4945,19-11-2011 02:00,4,0,0,1,9.84,12.12,56,11.0014,12,34,46
4946,19-11-2011 03:00,4,0,0,1,10.66,12.12,48,16.9979,4,11,15
4947,19-11-2011 04:00,4,0,0,1,10.66,11.365,48,22.0028,4,4,8
4948,19-11-2011 05:00,4,0,0,1,9.84,11.365,56,16.9979,0,2,2
4949,19-11-2011 06:00,4,0,0,1,9.84,10.605,60,22.0028,2,10,12
4950,19-11-2011 07:00,4,0,0,1,9.84,11.365,60,16.9979,3,38,41
4951,19-11-2011 08:00,4,0,0,1,10.66,12.12,56,16.9979,12,80,92
4952,19-11-2011 09:00,4,0,0,1,11.48,12.88,52,19.9995,12,130,142
4953,19-11-2011 10:00,4,0,0,1,13.12,15.15,45,16.9979,35,165,200
4954,19-11-2011 11:00,4,0,0,1,14.76,18.94,40,0,50,183,233
4955,19-11-2011 12:00,4,0,0,1,16.4,20.455,35,19.0012,93,218,311
4956,19-11-2011 13:00,4,0,0,1,17.22,21.21,30,19.0012,118,245,363
4957,19-11-2011 14:00,4,0,0,1,17.22,21.21,32,19.9995,121,228,349
4958,19-11-2011 15:00,4,0,0,1,17.22,21.21,41,12.998,120,262,382
4959,19-11-2011 16:00,4,0,0,1,17.22,21.21,38,19.9995,99,188,287
4960,19-11-2011 17:00,4,0,0,1,16.4,20.455,40,12.998,61,171,232
4961,19-11-2011 18:00,4,0,0,1,15.58,19.695,46,8.9981,36,172,208
4962,19-11-2011 19:00,4,0,0,2,13.94,16.665,71,8.9981,33,149,182
4963,19-11-2011 20:00,4,0,0,2,14.76,18.18,57,7.0015,48,115,163
4964,19-11-2011 21:00,4,0,0,2,14.76,17.425,62,12.998,29,79,108
4965,19-11-2011 22:00,4,0,0,2,15.58,19.695,62,11.0014,26,80,106
4966,19-11-2011 23:00,4,0,0,1,15.58,19.695,62,15.0013,20,73,93
4967,01-12-2011 00:00,4,0,1,1,11.48,12.88,52,22.0028,1,19,20
4968,01-12-2011 01:00,4,0,1,1,10.66,12.12,60,19.0012,1,9,10
4969,01-12-2011 02:00,4,0,1,1,10.66,11.365,56,19.9995,1,8,9
4970,01-12-2011 03:00,4,0,1,1,10.66,12.12,56,16.9979,1,6,7
4971,01-12-2011 04:00,4,0,1,1,10.66,12.12,56,19.0012,0,1,1
4972,01-12-2011 05:00,4,0,1,1,10.66,12.12,56,16.9979,1,23,24
4973,01-12-2011 06:00,4,0,1,1,9.84,10.605,65,19.0012,5,92,97
4974,01-12-2011 07:00,4,0,1,1,9.84,10.605,65,23.9994,11,265,276
4975,01-12-2011 08:00,4,0,1,1,10.66,11.365,60,22.0028,15,462,477
4976,01-12-2011 09:00,4,0,1,1,12.3,13.635,52,22.0028,9,215,224
4977,01-12-2011 10:00,4,0,1,1,13.12,15.15,53,19.9995,7,86,93
4978,01-12-2011 11:00,4,0,1,1,13.94,15.91,49,16.9979,7,95,102
4979,01-12-2011 12:00,4,0,1,1,14.76,17.425,46,15.0013,9,139,148
4980,01-12-2011 13:00,4,0,1,1,16.4,20.455,40,15.0013,17,137,154
4981,01-12-2011 14:00,4,0,1,1,16.4,20.455,40,15.0013,20,130,150
4982,01-12-2011 15:00,4,0,1,1,16.4,20.455,40,15.0013,10,144,154
4983,01-12-2011 16:00,4,0,1,1,16.4,20.455,40,12.998,9,192,201
4984,01-12-2011 17:00,4,0,1,1,14.76,17.425,46,8.9981,9,409,418
4985,01-12-2011 18:00,4,0,1,1,14.76,18.18,43,7.0015,12,393,405
4986,01-12-2011 19:00,4,0,1,1,13.94,17.425,46,7.0015,9,219,228
4987,01-12-2011 20:00,4,0,1,1,13.94,17.425,46,7.0015,12,178,190
4988,01-12-2011 21:00,4,0,1,1,12.3,15.91,61,7.0015,8,154,162
4989,01-12-2011 22:00,4,0,1,1,12.3,16.665,61,0,5,99,104
4990,01-12-2011 23:00,4,0,1,1,10.66,14.395,70,6.0032,3,70,73
4991,02-12-2011 00:00,4,0,1,1,10.66,14.395,70,6.0032,6,32,38
4992,02-12-2011 01:00,4,0,1,1,9.84,14.395,75,0,1,14,15
4993,02-12-2011 02:00,4,0,1,1,9.84,14.395,75,0,0,10,10
4994,02-12-2011 03:00,4,0,1,1,9.02,13.635,80,0,0,1,1
4995,02-12-2011 04:00,4,0,1,1,9.02,13.635,80,0,0,3,3
4996,02-12-2011 05:00,4,0,1,1,9.02,12.88,80,6.0032,0,23,23
4997,02-12-2011 06:00,4,0,1,1,9.02,13.635,80,0,3,84,87
4998,02-12-2011 07:00,4,0,1,1,9.02,12.88,87,6.0032,6,199,205
4999,02-12-2011 08:00,4,0,1,1,9.84,14.395,87,0,13,432,445
5000,02-12-2011 09:00,4,0,1,1,11.48,15.91,81,0,12,234,246
5001,02-12-2011 10:00,4,0,1,1,12.3,14.395,75,15.0013,16,89,105
5002,02-12-2011 11:00,4,0,1,1,13.94,16.665,66,11.0014,18,142,160
5003,02-12-2011 12:00,4,0,1,1,14.76,17.425,57,8.9981,18,186,204
5004,02-12-2011 13:00,4,0,1,1,16.4,20.455,47,8.9981,19,188,207
5005,02-12-2011 14:00,4,0,1,1,17.22,21.21,44,7.0015,25,145,170
5006,02-12-2011 15:00,4,0,1,1,17.22,21.21,41,6.0032,24,175,199
5007,02-12-2011 16:00,4,0,1,1,17.22,21.21,41,6.0032,22,254,276
5008,02-12-2011 17:00,4,0,1,1,17.22,21.21,38,0,20,391,411
5009,02-12-2011 18:00,4,0,1,1,16.4,20.455,50,0,10,362,372
5010,02-12-2011 19:00,4,0,1,1,13.94,15.91,53,16.9979,13,252,265
5011,02-12-2011 20:00,4,0,1,1,15.58,19.695,40,19.0012,12,178,190
5012,02-12-2011 21:00,4,0,1,1,13.94,16.665,49,12.998,9,102,111
5013,02-12-2011 22:00,4,0,1,1,13.12,15.91,53,12.998,7,95,102
5014,02-12-2011 23:00,4,0,1,1,13.12,15.15,53,19.0012,14,81,95
5015,03-12-2011 00:00,4,0,0,1,12.3,14.395,56,16.9979,10,65,75
5016,03-12-2011 01:00,4,0,0,1,10.66,12.88,65,12.998,9,62,71
5017,03-12-2011 02:00,4,0,0,1,10.66,12.88,65,11.0014,9,41,50
5018,03-12-2011 03:00,4,0,0,1,9.84,12.12,70,8.9981,4,5,9
5019,03-12-2011 04:00,4,0,0,1,9.02,11.365,75,8.9981,1,7,8
5020,03-12-2011 05:00,4,0,0,1,9.84,12.88,70,6.0032,0,6,6
5021,03-12-2011 06:00,4,0,0,1,9.84,12.88,65,7.0015,1,10,11
5022,03-12-2011 07:00,4,0,0,1,9.02,12.88,75,6.0032,2,24,26
5023,03-12-2011 08:00,4,0,0,1,9.84,12.88,75,6.0032,1,62,63
5024,03-12-2011 09:00,4,0,0,1,10.66,13.635,70,7.0015,25,99,124
5025,03-12-2011 10:00,4,0,0,1,13.12,16.665,61,8.9981,22,173,195
5026,03-12-2011 11:00,4,0,0,1,13.12,16.665,57,6.0032,48,227,275
5027,03-12-2011 12:00,4,0,0,1,14.76,18.94,50,0,78,280,358
5028,03-12-2011 13:00,4,0,0,1,14.76,18.18,50,6.0032,70,222,292
5029,03-12-2011 14:00,4,0,0,1,14.76,18.94,46,0,92,251,343
5030,03-12-2011 15:00,4,0,0,1,15.58,19.695,46,0,100,237,337
5031,03-12-2011 16:00,4,0,0,1,15.58,19.695,46,0,75,230,305
5032,03-12-2011 17:00,4,0,0,1,14.76,18.94,62,0,46,186,232
5033,03-12-2011 18:00,4,0,0,1,13.94,16.665,53,8.9981,31,193,224
5034,03-12-2011 19:00,4,0,0,1,12.3,15.91,61,6.0032,31,144,175
5035,03-12-2011 20:00,4,0,0,1,12.3,15.91,61,6.0032,17,110,127
5036,03-12-2011 21:00,4,0,0,2,12.3,15.91,61,6.0032,5,104,109
5037,03-12-2011 22:00,4,0,0,2,13.12,16.665,61,6.0032,17,97,114
5038,03-12-2011 23:00,4,0,0,1,12.3,15.15,70,8.9981,12,73,85
5039,04-12-2011 00:00,4,0,0,1,12.3,15.91,70,7.0015,19,64,83
5040,04-12-2011 01:00,4,0,0,1,12.3,15.91,75,6.0032,20,54,74
5041,04-12-2011 02:00,4,0,0,1,10.66,15.15,81,0,11,51,62
5042,04-12-2011 03:00,4,0,0,1,11.48,15.91,75,0,7,34,41
5043,04-12-2011 04:00,4,0,0,1,10.66,15.15,87,0,2,9,11
5044,04-12-2011 05:00,4,0,0,1,10.66,15.15,81,0,2,2,4
5045,04-12-2011 06:00,4,0,0,1,9.84,14.395,93,0,1,3,4
5046,04-12-2011 07:00,4,0,0,1,10.66,15.15,87,0,3,23,26
5047,04-12-2011 08:00,4,0,0,1,10.66,15.15,87,0,7,48,55
5048,04-12-2011 09:00,4,0,0,1,12.3,16.665,81,0,12,114,126
5049,04-12-2011 10:00,4,0,0,1,13.12,16.665,81,8.9981,36,180,216
5050,04-12-2011 11:00,4,0,0,1,13.94,16.665,81,11.0014,48,206,254
5051,04-12-2011 12:00,4,0,0,1,14.76,17.425,81,11.0014,82,247,329
5052,04-12-2011 13:00,4,0,0,1,16.4,20.455,66,15.0013,88,269,357
5053,04-12-2011 14:00,4,0,0,1,17.22,21.21,62,8.9981,77,246,323
5054,04-12-2011 15:00,4,0,0,1,17.22,21.21,62,12.998,69,227,296
5055,04-12-2011 16:00,4,0,0,1,17.22,21.21,58,15.0013,64,266,330
5056,04-12-2011 17:00,4,0,0,1,15.58,19.695,76,8.9981,38,207,245
5057,04-12-2011 18:00,4,0,0,1,15.58,19.695,71,0,10,161,171
5058,04-12-2011 19:00,4,0,0,1,15.58,19.695,76,0,15,158,173
5059,04-12-2011 20:00,4,0,0,1,14.76,17.425,76,8.9981,8,116,124
5060,04-12-2011 21:00,4,0,0,1,14.76,18.18,81,7.0015,7,65,72
5061,04-12-2011 22:00,4,0,0,1,13.94,17.425,87,7.0015,5,59,64
5062,04-12-2011 23:00,4,0,0,1,13.94,17.425,87,7.0015,3,42,45
5063,05-12-2011 00:00,4,0,1,1,13.12,16.665,87,6.0032,3,21,24
5064,05-12-2011 01:00,4,0,1,1,13.12,17.425,87,0,2,10,12
5065,05-12-2011 02:00,4,0,1,1,13.12,17.425,87,0,0,8,8
5066,05-12-2011 03:00,4,0,1,1,13.12,17.425,87,0,0,2,2
5067,05-12-2011 04:00,4,0,1,1,12.3,15.91,87,7.0015,0,7,7
5068,05-12-2011 05:00,4,0,1,1,12.3,15.91,87,7.0015,1,24,25
5069,05-12-2011 06:00,4,0,1,1,12.3,15.91,93,6.0032,1,89,90
5070,05-12-2011 07:00,4,0,1,1,13.12,17.425,90,0,9,274,283
5071,05-12-2011 08:00,4,0,1,1,13.12,17.425,93,0,12,392,404
5072,05-12-2011 09:00,4,0,1,2,14.76,18.18,87,6.0032,12,178,190
5073,05-12-2011 10:00,4,0,1,2,14.76,18.18,87,6.0032,9,78,87
5074,05-12-2011 11:00,4,0,1,2,14.76,18.18,87,6.0032,17,106,123
5075,05-12-2011 12:00,4,0,1,2,16.4,20.455,76,7.0015,29,125,154
5076,05-12-2011 13:00,4,0,1,2,17.22,21.21,71,6.0032,18,153,171
5077,05-12-2011 14:00,4,0,1,2,18.86,22.725,67,0,7,126,133
5078,05-12-2011 15:00,4,0,1,2,18.86,22.725,72,6.0032,16,132,148
5079,05-12-2011 16:00,4,0,1,1,20.5,24.24,63,6.0032,10,238,248
5080,05-12-2011 17:00,4,0,1,1,17.22,21.21,77,0,16,430,446
5081,05-12-2011 18:00,4,0,1,1,18.04,21.97,77,0,13,386,399
5082,05-12-2011 19:00,4,0,1,2,18.86,22.725,77,0,13,295,308
5083,05-12-2011 20:00,4,0,1,2,18.86,22.725,82,7.0015,15,190,205
5084,05-12-2011 21:00,4,0,1,2,18.04,21.97,88,6.0032,10,166,176
5085,05-12-2011 22:00,4,0,1,2,18.04,21.97,88,8.9981,12,94,106
5086,05-12-2011 23:00,4,0,1,2,18.86,22.725,88,8.9981,8,54,62
5087,06-12-2011 00:00,4,0,1,2,20.5,24.24,77,19.9995,3,25,28
5088,06-12-2011 01:00,4,0,1,2,18.86,22.725,88,19.9995,2,14,16
5089,06-12-2011 02:00,4,0,1,2,18.86,22.725,87,12.998,0,3,3
5090,06-12-2011 03:00,4,0,1,2,18.86,22.725,87,12.998,0,3,3
5091,06-12-2011 04:00,4,0,1,3,18.86,22.725,88,15.0013,0,7,7
5092,06-12-2011 05:00,4,0,1,3,18.86,22.725,88,15.0013,0,20,20
